acoustic,acoustic guitar,aggressive,altered with effects,alternative,ambient sounds,angry,arousing,backing vocals,bass guitar,boring,calming,catchy,changing energy,cheerful,classic rock,cleaning the house,cold,constant energy,country,danceable,depressed,distorted electric guitar,driving,drum machine,drum set,electric,electric guitar,electronica,emotional,emotional vocals,energy,exciting,fast,female lead vocals,folk,forget,going to sleep,hanging with friends,happy,heavy,heavy beat,high pitched,indifferent,jazz,light,light beat,lighthearted,like,low energy,major,male lead vocals,mellow,metal,minor,morose,negative,negative feelings,normal,not angry - agressive,not calming,not happy,not likeable,not recommended,not sad,party,piano,pleasant,pop,positive,positive feelings,powerful,r&b,recommended,recording quality,relax,rock,romantic,rough,sad,sampler,sequencer,slow,soft rock,strong,studio recording,studying,synthesized,synthesizer,tender,touching,undanceable,unpleasant,unromantic,uptight,vocal harmonies,weak
0.71501523,0.0037345611,0.00019894436,0.0013827769,0.023828538,0.00048872706,0.0038805744,0.045740776,0.09086758,0.24573135,0.06186079,0.04133938,0.27725896,0.0027172302,0.013596916,0.06738251,0.0038715014,0.027149452,0.13070053,0.003499276,0.0466636,0.098789334,0.0031573288,0.20478962,0.0017114361,0.60293275,0.8371106,0.05685269,0.005736966,0.07696243,0.023638315,0.70896214,0.097885944,0.22066444,0.022841562,0.0005483457,0.06515426,0.0043182927,0.0024914239,0.08650854,0.08399224,0.029545631,0.006037988,0.40068707,0.0002997878,0.004401166,0.039752856,0.05409309,0.057901986,0.05767671,0.089049086,0.82210916,0.017444437,0.0012630413,0.0014525792,0.14233881,0.075843506,0.009800697,0.88192874,0.77452004,0.29187703,0.003899967,0.008704387,0.045322973,0.46604517,0.009928888,0.059026327,0.16931836,0.0040750713,0.30447608,0.4454226,0.06774714,0.0027061957,0.021008495,0.540946,0.010417552,0.07239075,0.004291785,0.7744521,0.014314918,0.0041121044,0.0019281621,0.121965736,0.0050354996,0.010708654,0.9946179,0.0011753467,0.06287364,0.018929143,0.0050704465,0.008047149,0.54037815,0.012800729,0.4948543,0.117478915,0.028193453,0.04382752
0.4333323,0.019728014,0.018536355,0.11448575,0.100758985,0.0006126796,0.07417588,0.3330843,0.22570524,0.22332275,0.13676402,0.005536593,0.17835341,0.014640606,0.06122212,0.24215278,0.024085252,0.017584385,0.26285622,0.037690043,0.09522245,0.36699426,0.032009985,0.28166828,0.0073679667,0.8723241,0.94900304,0.0681578,0.007252066,0.07813757,0.07796084,0.7730209,0.16839847,0.60015273,0.06380181,0.0033621353,0.16001186,0.0057734675,0.0050036446,0.14370513,0.08360738,0.31026003,0.008646655,0.2534953,0.0001966694,0.028196074,0.027021257,0.03132543,0.044366628,0.018269362,0.10112768,0.9564974,0.029929249,0.008814808,0.0014532786,0.15809031,0.11055545,0.036620915,0.76204824,0.7943306,0.9289176,0.018451313,0.08892241,0.11258317,0.6760068,0.003007747,0.015551005,0.07987071,0.015182481,0.1711501,0.47986498,0.35434884,0.0012256672,0.15368044,0.73789716,0.006243271,0.55087686,0.004219325,0.5248032,0.027863521,0.006042388,0.021812212,0.11400939,0.020873334,0.040413927,0.9921948,0.011705535,0.18841863,0.023524547,0.012465322,0.007738653,0.65427107,0.08539553,0.6255481,0.5493039,0.027576929,0.03778969
0.8199413,0.5171494,1.5361402e-05,5.1032107e-06,0.00014224714,0.0011981279,0.9003242,0.054402173,0.00087458343,0.021672474,0.83363616,2.578581e-05,0.014916919,0.0031282313,0.00080583064,0.0005786714,0.4905021,0.0003841595,0.0934822,0.344103,0.39531583,0.00021217627,0.00056131335,0.016889147,3.3004635e-05,0.009571082,0.3045372,0.00023470465,3.361506e-05,0.04290801,0.037503548,0.9356648,0.0006773791,0.104943044,0.0006468552,1.3060453e-08,0.00016692487,8.97892e-05,5.091444e-05,0.31132686,0.6066188,0.0049951696,0.00067727425,0.23429751,6.0250613e-07,0.08641908,1.9146803e-05,0.0016948857,0.8218045,0.00088091934,0.34724426,0.9907204,0.00020854062,1.2631357e-06,0.0003217821,0.16632137,0.4739219,6.004938e-07,0.002666106,0.16430081,0.03158675,0.26764804,2.3584693e-05,0.108904794,0.30547288,0.00010378501,8.402711e-06,0.0013534306,2.6766322e-05,0.7522877,0.89527065,0.6779541,1.023141e-05,0.08152463,0.0012422675,0.0005115211,0.88788617,0.0076177167,0.91916937,6.875778e-07,4.000521e-06,0.00022321899,5.3815103e-05,7.728177e-06,0.12398983,0.9991702,3.927286e-05,0.8596989,0.0008838299,0.0026659793,0.5822197,0.7749881,0.27433115,0.33412176,0.2954673,9.189043e-05,0.0045317756
0.79282504,0.0035371636,0.00022339975,0.0010727108,0.028288355,0.0007137086,0.004405449,0.0442864,0.060228985,0.26671848,0.056494787,0.06243605,0.2725833,0.0025579736,0.023056203,0.04219493,0.004758979,0.018975755,0.17808491,0.0055097938,0.03914612,0.085011214,0.0022848558,0.28938606,0.0019149235,0.5965513,0.76886034,0.054051943,0.005087574,0.06274014,0.031173585,0.5722913,0.061907727,0.24141355,0.024398357,0.0004792271,0.056449533,0.0060098395,0.0021927822,0.08181175,0.098071285,0.027939707,0.005452793,0.2811039,0.00055382843,0.0044948407,0.07745724,0.05302076,0.07688892,0.13644789,0.070328705,0.8230894,0.042944763,0.0014666504,0.0014903388,0.1345286,0.08597792,0.010209888,0.8521497,0.8404681,0.19445303,0.0055300747,0.006714461,0.053917672,0.48639953,0.006863989,0.07879352,0.243639,0.0033141405,0.22223067,0.38622004,0.050952647,0.003594349,0.014140331,0.5110832,0.020460946,0.060357492,0.0058513866,0.7101122,0.010900338,0.0042347233,0.0014705699,0.12072644,0.0028108924,0.009008506,0.9933515,0.0012586196,0.09862123,0.016361794,0.0076078344,0.011830785,0.6165741,0.013992978,0.39172977,0.08169685,0.03231364,0.050031822
0.9999151,5.2650597e-07,7.0794397e-07,2.78201e-16,1.5412091e-08,4.0788652e-07,3.2993522e-14,5.150588e-06,9.467685e-08,7.4996603e-07,0.9907607,0.0010503333,4.431702e-07,1.35957725e-05,8.634956e-08,3.854892e-10,1.2173513e-07,2.985496e-06,0.9160578,0.016493745,8.427669e-06,0.00070809666,0.0051424354,5.901088e-08,2.0809724e-05,0.00018337042,0.0012256042,0.0013529499,5.3548823e-12,1.4401144e-06,2.6941638e-07,0.987739,6.9347166e-06,7.953628e-10,0.0007187411,1.14868004e-10,0.0021943487,0.0010388022,9.176057e-05,0.001981154,0.0017271735,0.09529198,0.47674167,1.4710776e-06,1.38454625e-05,1.1043818e-10,0.9027622,0.99093574,0.5098295,0.3011114,2.726322e-07,3.7113214e-06,0.012476174,0.0002613834,1.1773586e-10,1.1349672e-06,0.9324679,4.251766e-11,0.9999064,0.9938326,0.025620472,0.6164757,1.4328276e-11,7.332918e-06,0.00022715639,0.00010643912,0.99955076,1.0,2.3754794e-09,0.0021270665,1.5520119e-08,0.9849594,0.02154578,0.00011683631,0.99999034,0.93145144,0.0029340393,0.00021378131,0.9999988,2.4554074e-06,0.94203335,2.0110708e-08,0.99901545,5.32791e-07,1.9584988e-07,0.9999994,1.1449964e-10,4.4616973e-11,4.99864e-10,0.27814123,0.8399391,0.9977597,8.160834e-06,0.7057508,0.008070491,0.08019426,7.1430935e-05
0.49525574,0.020905571,0.008319012,0.0628768,0.09226776,0.00044264886,0.03870361,0.27942178,0.21095502,0.3043839,0.13293456,0.006795262,0.16270567,0.011345942,0.048406858,0.16531399,0.02135887,0.01675756,0.25400665,0.028188633,0.07659445,0.2607526,0.037967116,0.22775212,0.007519084,0.83672047,0.9524435,0.0676255,0.007476766,0.09226101,0.06785637,0.7977063,0.17585236,0.4631679,0.053005967,0.003067767,0.18962474,0.005717709,0.005386534,0.14743932,0.067006916,0.26007977,0.008230724,0.2739214,0.00020992053,0.023981113,0.020057946,0.026469206,0.06474543,0.020299649,0.111007385,0.95140034,0.034049112,0.004666664,0.0015235433,0.1392845,0.110791214,0.038039654,0.7879374,0.8030083,0.8779271,0.020795103,0.052985113,0.081644446,0.67072976,0.00411422,0.018388934,0.11898898,0.014837398,0.14581728,0.4615873,0.34675327,0.00091249106,0.12429406,0.7290666,0.009174949,0.35769117,0.004448519,0.5396,0.027012248,0.0065476066,0.018302038,0.0815684,0.012096835,0.041524597,0.99297595,0.0071996143,0.2187172,0.033944737,0.0115306005,0.0070343446,0.682121,0.06882603,0.6649477,0.45589647,0.0256228,0.04027443
0.6584792,0.0029319657,0.0008691993,0.0013786271,0.020592017,0.0027053887,0.003197107,0.09181905,0.025958594,0.124752805,0.19339179,0.04550065,0.0817136,0.0014331397,0.00726086,0.017355617,0.0063523673,0.008159385,0.3281789,0.010605325,0.024482386,0.09792934,0.0018351696,0.31290203,0.0009395562,0.3022971,0.5639438,0.0093604745,0.0023869197,0.034155242,0.06671744,0.22047544,0.08739487,0.16091031,0.044245105,0.0015852842,0.078882426,0.011150137,0.0010771957,0.13832034,0.18991943,0.02723586,0.0039765984,0.06271437,0.0007168869,0.022075241,0.17167492,0.021426339,0.090489246,0.3844488,0.02521229,0.8135818,0.03787907,0.0007066941,0.002261256,0.24547395,0.104590006,0.005501079,0.81699306,0.8409761,0.14214653,0.015464018,0.010168564,0.03326864,0.26556996,0.01628215,0.04916011,0.314275,0.008889532,0.07066563,0.47784984,0.01834278,0.00497099,0.011467883,0.43741563,0.030405438,0.18550342,0.014878614,0.5241147,0.011249301,0.002011033,0.003487787,0.277305,0.0021747716,0.0038831518,0.9826873,0.00043370508,0.5447993,0.018029395,0.005235647,0.009810146,0.63593704,0.021288512,0.083445646,0.083193906,0.018118959,0.05845093
0.6112238,0.006638471,0.0006701349,0.0063884696,0.06011796,0.0016347863,0.0072817802,0.11087976,0.12074718,0.26463252,0.0934984,0.041947823,0.27891454,0.0064494377,0.056618184,0.10858269,0.01265692,0.0314402,0.18805057,0.008052487,0.06431329,0.13819988,0.006013441,0.2955769,0.0049748765,0.67043084,0.7956989,0.06887914,0.008536223,0.117373854,0.06087128,0.76360863,0.11040853,0.29125854,0.032078203,0.0019362569,0.10170645,0.008475625,0.004983539,0.13090026,0.13089113,0.07012386,0.014477859,0.317839,0.0005695278,0.009702633,0.0482542,0.07210148,0.10457828,0.10813958,0.17175725,0.8332608,0.0622771,0.004208392,0.0033351646,0.14861134,0.12280001,0.024516445,0.8155631,0.8668009,0.3428187,0.011015263,0.022998424,0.06068738,0.5772834,0.011390347,0.06827866,0.16931124,0.007429252,0.2677012,0.4678576,0.15389185,0.005186373,0.02945099,0.49491978,0.021350736,0.078641325,0.0043324917,0.60425836,0.027056275,0.007778026,0.0035270131,0.13927265,0.011412398,0.044752114,0.9883222,0.0032001962,0.19074161,0.05265058,0.014250532,0.017582342,0.5238918,0.032748785,0.59769297,0.16513276,0.05243197,0.066788234
0.99999166,1.7799868e-09,9.771776e-09,8.305265e-23,2.142397e-10,4.2243286e-08,1.2485396e-20,3.0920282e-09,1.296287e-12,1.8732202e-11,0.99974364,0.00044402067,3.700064e-14,1.3527746e-06,5.111757e-13,3.359903e-19,5.657501e-12,1.610686e-05,0.9978241,0.0012194709,5.15056e-07,1.6680362e-05,0.34464896,2.7742214e-12,4.912323e-08,2.6667525e-08,0.00013205319,1.4394388e-06,1.0747301e-18,1.10150085e-08,3.901893e-11,0.9984238,1.15251e-09,4.8561103e-16,7.639633e-08,1.8046659e-12,0.06346622,6.859928e-07,1.8749463e-06,0.00883763,0.00047709828,0.4872976,0.052012943,2.0196214e-10,6.6111197e-09,6.708659e-14,0.24967243,0.9995165,0.99697804,0.09059675,3.321369e-14,1.6097703e-11,0.053440765,1.7273075e-08,8.339896e-17,1.9680254e-11,0.949285,2.4954297e-19,0.99996185,0.9986065,0.00054180244,0.02069117,6.3975775e-14,1.7901064e-08,3.6372792e-06,1.6602015e-06,0.9999883,1.0,5.4062918e-14,4.194541e-06,7.374414e-11,0.999602,0.07896191,0.00014004731,1.0,0.9114591,3.5471683e-05,0.00016501869,1.0,3.3915855e-09,0.97521555,2.100588e-09,0.9999999,1.2828697e-08,1.4247201e-11,0.99999785,4.504863e-15,1.8142012e-16,2.2350375e-12,0.18525882,0.99813724,0.9999999,1.1934123e-08,0.9825431,0.000568745,0.31035408,1.4817135e-06
0.46430513,0.01197805,0.0016264926,0.018920103,0.05890596,0.002037026,0.011880233,0.23397523,0.0957355,0.29317617,0.11972902,0.032312308,0.2978105,0.008914809,0.0890683,0.18961428,0.016070345,0.05813912,0.23884465,0.01421065,0.098883465,0.10647485,0.018922484,0.25689015,0.009467241,0.71955836,0.8064918,0.05651135,0.009486201,0.11078607,0.061325133,0.77767396,0.23233481,0.22868933,0.061919425,0.0039102132,0.17784691,0.01482728,0.011257945,0.27129164,0.1306135,0.117551304,0.01775366,0.33058974,0.0008939033,0.04246459,0.037706174,0.045792937,0.091544755,0.08688815,0.18797429,0.8842155,0.07605428,0.0075263507,0.0038471555,0.17930017,0.15565354,0.036983907,0.85214204,0.84739554,0.32357848,0.020097591,0.045715272,0.049883403,0.6868548,0.015104176,0.075989254,0.12584153,0.011886084,0.23177695,0.50915766,0.36465284,0.005035872,0.040567603,0.6246386,0.019223675,0.09407518,0.0063522053,0.571766,0.045368593,0.0067392704,0.0051451367,0.17031834,0.045870468,0.05641141,0.9846458,0.0061956905,0.21031117,0.07157851,0.015093816,0.016609954,0.5482178,0.043128803,0.6461262,0.20428137,0.034784723,0.05203776
0.40619338,0.023094561,0.018805549,0.13495739,0.124574006,0.00048672053,0.09169274,0.3364425,0.31527182,0.20508388,0.14383124,0.0037887823,0.17831834,0.012749749,0.06941367,0.25002894,0.029534416,0.012441706,0.22280428,0.033594124,0.08337402,0.31620994,0.05869411,0.3244419,0.008277656,0.8723081,0.9643066,0.06616708,0.009141324,0.05850569,0.09442205,0.8210226,0.24696416,0.5755727,0.053113658,0.002776611,0.15228404,0.0040385495,0.0058824685,0.1677948,0.09081719,0.3815748,0.010908082,0.29023618,0.00014990571,0.028966194,0.022415163,0.0376407,0.029274587,0.014099667,0.12860289,0.9537074,0.019798225,0.009479694,0.0017695382,0.1486148,0.107290804,0.045110997,0.75284195,0.8260316,0.9542429,0.022688778,0.08330783,0.11217212,0.6534978,0.0034662783,0.008705021,0.070276536,0.019793693,0.1498139,0.47360128,0.52130216,0.00094498135,0.18418936,0.7558955,0.0066620144,0.63338023,0.004684472,0.5032662,0.021715956,0.0040403623,0.028516134,0.102828145,0.029113399,0.047639996,0.9919991,0.0106432475,0.1989417,0.024959104,0.014644555,0.0076071112,0.6206526,0.10635992,0.6111668,0.5948261,0.025573473,0.024986487
